language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,外祖父,wàizŭfù ,wàizǔfù,wāizǔfù,wàizūfù,wàizǔfǔ,maternal grandfather (i.e. mother's father),每次家庭聚會，外祖父都會準備一道大家最期待的拿手菜。,"měicì jiātíng jùhuì, wàizǔfù dūhuì zhǔnbèi yīdào dàjiā zuì qīdài de náshǒucài.","At every family gathering, the maternal grandfather prepares a specialty dish everyone looks forward to.",B2,family,noun,Core Content,
Taiwan Mandarin,外祖母,wàizŭmŭ ,wàizǔmǔ,wāizǔmǔ,wàizūmǔ,wàizǔmú,mother's mother; maternal grandmother,每次家庭聚會，外祖母都會準備一道大家最期待的拿手菜。,"měicì jiātíng jùhuì, wàizǔmǔ dūhuì zhǔnbèi yīdào dàjiā zuì qīdài de náshǒucài.","At every family gathering, the mother's mother prepares a specialty dish everyone looks forward to.",B2,family,noun,Core Content,
Taiwan Mandarin,完成,wánchéng ,wánchéng,wǎnchéng,wánchèng,wānchéng,to complete; to accomplish,經過一段時間的準備，他終於決定完成，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng wánchéng, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to complete and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,玩具,wánjù ,wánjù,wǎnjù,wánjú,wānjù,plaything; toy,出門以前，他把玩具放進包包，又檢查了一次。,"chūmén yǐqián, tā bǎwán jù fàngjìn bāobāo, yòu jiǎnchá le yīcì.","Before going out, he put the plaything into his bag and checked once more.",B2,objects,noun,Core Content,
Taiwan Mandarin,晚,wăn ,wǎn,wàn,wān,wán,evening; night; late,在這次討論中，晚成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, wǎn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, evening became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,萬一,wànyī ,wànyī,wānyī,wànyǐ,wǎnyī,just in case; if by any chance; contingency,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,網,wăng ,wǎng,wàng,wāng,wáng,net; web; network; to net; to catch with a net,搬家以前，他先把網整理好，避免重要東西不見。,"bānjiā yǐqián, tā xiān bǎ wǎng zhěnglǐ hǎo, bìmiǎn zhòngyào dōngxī bùjiàn.","Before moving, he organized the net first to avoid losing anything important.",B2,objects,noun,Core Content,
Taiwan Mandarin,往往,wăngwăng  ,wǎngwǎng,wàngwǎng,wǎngwāng,wángwǎng,usually; in many cases; more often than not,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,娃娃(˙ㄨㄚ),wáwa ,wáwa,wǎwa,wàwa,wāwa,baby; small child; doll,那個布娃娃是她小時候的生日禮物，到現在還放在床邊。,"nàge bùwáwa shì tā xiǎoshíhou de shēngrì lǐwù, dàoxiànzài hái fàng zài chuángbiān.",That cloth doll was her birthday gift as a child and is still kept by her bed.,B2,general,noun,Core Content,
Taiwan Mandarin,維持,wéichí ,wéichí,wěichí,wéichì,wēichí,to keep; to maintain; to preserve,為了讓計畫順利進行，團隊需要先維持目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān wéichí mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first keep the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,微笑,wéixiào ,wéixiào,wěixiào,wéixiáo,wēixiào,"smile; CL:個|个[ge4],絲|丝[si1]; to smile",為了讓計畫順利進行，團隊需要先微笑目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān wēixiào mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first smile the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,偉大,wěidà ,wěidà,wèidà,wěidá,wéidà,huge; great; grand; worthy of the greatest admiration; important (contribution etc),這座城市有偉大的一面，值得旅客慢慢走、慢慢看。,"zhè zuò chéngshì yǒu wěidà de yīmiàn, zhíde lǚkè mànmàn zǒu、 mànmàn kàn.",This city has a huge side that is worth travelers exploring slowly.,B2,description,adjective,Core Content,
Taiwan Mandarin,為,wèi ,wèi,wēi,wéi,wěi,as (in the capacity of); to take sth as; to act as,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,未來,wèilái ,wèilái,wēilái,wèilài,wěilái,future; tomorrow; CL:個|个[ge4],這件事讓我們看見未來的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn wèilái de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of future and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,位置,wèizhì ,wèizhì,wēizhì,wèizhí,wěizhì,position; place; seat,這件事讓我們看見位置的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn wèizhi de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of position and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,溫度,wēndù ,wēndù,wéndù,wēndú,wèndù,temperature; CL:個|个[ge4],這件事讓我們看見溫度的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn wēndù de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of temperature and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,溫暖,wēnnuăn ,wēnnuǎn,wénnuǎn,wēnnuān,wènnuǎn,warm,面對這麼複雜的情況，他仍然保持溫暖的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí wēnnuǎn de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a warm attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,溫柔,wēnróu ,wēnróu,wénróu,wēnròu,wènróu,gentle and soft; tender; sweet (commonly used to describe a girl or woman),面對這麼複雜的情況，他仍然保持溫柔的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí wēnróu de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a gentle and soft attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,文件,wénjiàn ,wénjiàn,wěnjiàn,wénjián,wēnjiàn,document; file; CL:份[fen4],出門以前，他把文件放進包包，又檢查了一次。,"chūmén yǐqián, tā bǎ wénjiàn fàngjìn bāobāo, yòu jiǎnchá le yīcì.","Before going out, he put the document into his bag and checked once more.",B2,objects,noun,Core Content,
Taiwan Mandarin,文學,wénxué ,wénxué,wěnxué,wénxuè,wēnxué,literature,這件事讓我們看見文學的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn wénxué de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of literature and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,文章/文,wénzhāng/wén  ,wénzhāng/wén,wěnzhāng/wén,wénzhǎng/wén,wénzhāng/wēn,article; essay; literary works,這件事讓我們看見文章的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn wénzhāng de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of article and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,文字,wénzì ,wénzì,wěnzì,wénzí,wēnzì,character; script; writing,這件事讓我們看見文字的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn wénzì de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of character and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,穩定,wěndìng ,wěndìng,wèndìng,wěndíng,wéndìng,steady; stable; stability,面對這麼複雜的情況，他仍然保持穩定的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí wěndìng de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a steady attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,問好,wènhăo ,wènhǎo,wēnhǎo,wènhāo,wěnhǎo,to say hello to; to send one's regards to,為了讓計畫順利進行，團隊需要先問好目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān wènhǎo mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first say hello to the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,問候,wènhòu ,wènhòu,wēnhòu,wènhóu,wěnhòu,to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking),那位問候在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi wènhòu zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That give one's respects shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,握手,wòshŏu ,wòshǒu,wōshǒu,wòshōu,wǒshǒu,to shake hands,為了讓計畫順利進行，團隊需要先握手目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān wòshǒu mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first shake hands the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,無,wú ,wú,wǔ,wù,wū,used in 南無|南无[na1 mo2],這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,無法,wúfă ,wúfǎ,wǔfǎ,wúfā,wūfǎ,unable to; incapable of,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,無論如何,wúlùnrúhé ,wúlùnrúhé,wǔlùnrúhé,wúlúnrúhé,wúlùnrūhé,(idiom) whatever the case; in any event; no matter what; by all possible means,無論如何，我們都要在明天以前把申請資料準備好。,"wúlùnrúhé, wǒmen dōu yào zài míngtiān yǐqián bǎ shēnqǐng zīliào zhǔnbèi hǎo.","No matter what, we must prepare the application materials before tomorrow.",B2,function words,function word,Core Content,
Taiwan Mandarin,無窮,wúqióng ,wúqióng,wǔqióng,wúqiòng,wūqióng,endless; boundless; inexhaustible,在這次討論中，無窮成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, wúqióng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, endless became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,無所謂,wúsuŏwèi ,wúsuǒwèi,wǔsuǒwèi,wúsuōwèi,wúsuǒwěi,to be indifferent; not to matter; cannot be said to be,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,誤會,wùhuì ,wùhuì,wūhuì,wùhuí,wǔhuì,to misunderstand; to mistake; misunderstanding,為了讓計畫順利進行，團隊需要先誤會目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān wùhuì mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first misunderstand the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,物價,wùjià ,wùjià,wūjià,wùjiá,wǔjià,(commodity) prices; CL:個|个[ge4],這件事讓我們看見物價的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn wùjià de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of prices and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,西北,xīběi ,xīběi,xíběi,xībēi,xìběi,"Northwest China (Shaanxi, Gansu, Qinghai, Ningxia, Xinjiang)",那個地方像西北一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng xīběi yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as Northwest China, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,西餐,xīcān ,xīcān,xícān,xīcǎn,xìcān,"Western-style food; CL:份[fen4],頓|顿[dun4]",晚餐準備了西餐，也搭配幾道清淡的小菜。,"wǎncān zhǔnbèi le xīcān, yě dāpèi jī dào qīngdàn de xiǎocài.",Dinner included Western-style food along with several light side dishes.,B2,food,noun,Core Content,
Taiwan Mandarin,西方,xīfāng ,xīfāng,xífāng,xīfǎng,xìfāng,the West; the Occident; Western countries,那個地方像西方一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng xīfāng yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as the West, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,西南,xīnán ,xīnán,xínán,xīnàn,xìnán,southwest,那個地方像西南一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng xīnán yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as southwest, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,吸毒,xīdú ,xīdú,xídú,xīdù,xìdú,to take drugs,學校邀請醫生演講，提醒學生吸毒對身心都有嚴重傷害。,"xuéxiào yāoqǐng yīshēng yǎnjiǎng, tíxǐng xuésheng xīdú duì shēnxīn dōu yǒu yánzhòng shānghài.",The school invited a doctor to give a talk reminding students that drug use seriously harms both body and mind.,B2,actions,verb,Core Content,
Taiwan Mandarin,犧牲,xīshēng ,xīshēng,xíshēng,xīshěng,xìshēng,to sacrifice one's life; to sacrifice (sth valued); beast slaughtered as a sacrifice,為了讓計畫順利進行，團隊需要先犧牲目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xīshēng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first sacrifice one's life the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,吸收,xīshōu ,xīshōu,xíshōu,xīshǒu,xìshōu,to absorb; to assimilate; to ingest,為了讓計畫順利進行，團隊需要先吸收目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xīshōu mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first absorb the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,希望,xīwàng ,xīwàng,xíwàng,xīwáng,xìwàng,to hope; a hope; a wish,為了讓計畫順利進行，團隊需要先希望目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xīwàng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first hope the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,吸引,xīyĭn ,xīyǐn,xíyǐn,xīyīn,xìyǐn,to attract; to appeal to; to fascinate,為了讓計畫順利進行，團隊需要先吸引目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xīyǐn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first attract the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,喜愛,xĭài ,xǐài,xìài,xǐái,xíài,to like; to love; to be fond of,為了讓計畫順利進行，團隊需要先喜愛目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xǐài mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first like the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,細,xì ,xì,xī,xí,xǐ,thin or slender; finely particulate; thin and soft,面對這麼複雜的情況，他仍然保持細的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí xì de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a thin or slender attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,細心,xìxīn  ,xìxīn,xīxīn,xìxǐn,xǐxīn,meticulous; careful; attentive,面對這麼複雜的情況，他仍然保持細心的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí xìxīn de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a meticulous attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,戲,xì ,xì,xī,xí,xǐ,trick; drama; play,在這次討論中，戲成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xì chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, trick became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,戲劇,xìjù ,xìjù,xījù,xìjú,xǐjù,a drama; a play; theater; script of a play,在這次討論中，戲劇成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xìjù chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, a drama became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,系統,xìtŏng  ,xìtǒng,xītǒng,xìtōng,xǐtǒng,system; CL:個|个[ge4],這件事讓我們看見系統的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn xìtǒng de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of system and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,嚇,xià ,xià,xiā,xiá,xiǎ,to scare; to intimidate; to threaten,突然傳來的警報聲嚇了大家一跳，教室立刻安靜下來。,"tūrán chuánlái de jǐngbào shēng hè le dàjiā yī tiào, jiàoshì lìkè ānjìng xiàlai.","The sudden alarm frightened everyone, and the classroom immediately became quiet.",B2,actions,verb,Core Content,
Taiwan Mandarin,下來,xiàlái ,xiàlái,xiālái,xiàlài,xiǎlái,"to come down; (completed action marker); (after verb of motion, indicates motion down and towards us, also fig.)",為了讓計畫順利進行，團隊需要先下來目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xiàlai mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first come down the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,線,xiàn ,xiàn,xiān,xián,xiǎn,thread; string; wire,在這次討論中，線成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xiàn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, thread became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,相對,xiāngduì ,xiāngduì,xiángduì,xiāngduí,xiàngduì,relatively; opposite; to resist,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,相反,xiāngfăn ,xiāngfǎn,xiángfǎn,xiāngfān,xiàngfǎn,opposite; contrary,面對這麼複雜的情況，他仍然保持相反的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí xiāngfǎn de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a opposite attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,相關,xiāngguān ,xiāngguān,xiángguān,xiāngguǎn,xiàngguān,related; relevant; pertinent,在這次討論中，相關成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xiāngguān chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, related became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,香水,xiāngshuĭ,xiāngshuǐ,xiángshuǐ,xiāngshuī,xiàngshuǐ,perfume; cologne,出門以前，他把香水放進包包，又檢查了一次。,"chūmén yǐqián, tā bǎ xiāngshuǐ fàngjìn bāobāo, yòu jiǎnchá le yīcì.","Before going out, he put the perfume into his bag and checked once more.",B2,objects,noun,Core Content,
Taiwan Mandarin,相同,xiāngtóng ,xiāngtóng,xiángtóng,xiāngtòng,xiàngtóng,identical; same,面對這麼複雜的情況，他仍然保持相同的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí xiāngtóng de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a identical attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,詳細,xiángxì ,xiángxì,xiǎngxì,xiángxí,xiāngxì,detailed; in detail; minute,這座城市有詳細的一面，值得旅客慢慢走、慢慢看。,"zhè zuò chéngshì yǒu xiángxì de yīmiàn, zhíde lǚkè mànmàn zǒu、 mànmàn kàn.",This city has a detailed side that is worth travelers exploring slowly.,B2,description,adjective,Core Content,
Taiwan Mandarin,響,xiăng ,xiǎng,xiàng,xiāng,xiáng,echo; sound; noise,在這次討論中，響成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xiǎng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, echo became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,想到,xiăngdào ,xiǎngdào,xiàngdào,xiǎngdáo,xiángdào,to think of; to call to mind; to anticipate,為了讓計畫順利進行，團隊需要先想到目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xiǎngdào mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first think of the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,想像,xiăngxiàng ,xiǎngxiàng,xiàngxiàng,xiǎngxiáng,xiángxiàng,to imagine; to envision; imagination,為了讓計畫順利進行，團隊需要先想像目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xiǎngxiàng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first imagine the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,項,xiàng ,xiàng,xiāng,xiáng,xiǎng,back of neck; item; thing,老師把資料分成三項，讓學生先讀重點再討論細節。,"lǎoshī bǎ zīliào fēnchéng sānxiàng, ràng xuésheng xiān dòu chóngdiǎn zài tǎolùn xìjié.",The teacher divided the material into three sections so students could read the main points before discussing details.,B2,measure words,measure word,Core Content,
Taiwan Mandarin,相聲,xiàngshēng,xiàngshēng,xiāngshēng,xiàngshěng,xiǎngshēng,comic dialogue; sketch; crosstalk,在這次討論中，相聲成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xiàngsheng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, comic dialogue became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,限,xiàn ,xiàn,xiān,xián,xiǎn,to limit; to restrict; (bound form) limit,為了讓計畫順利進行，團隊需要先限目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xiàn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first limit the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,現實,xiànshí ,xiànshí,xiānshí,xiànshì,xiǎnshí,reality; actuality; real; actual; realistic; pragmatic; materialistic; self-interested,這件事讓我們看見現實的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn xiànshí de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of reality and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,現象,xiànxiàng ,xiànxiàng,xiānxiàng,xiànxiáng,xiǎnxiàng,"phenomenon; CL:個|个[ge4],種|种[zhong3]; appearance",這件事讓我們看見現象的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn xiànxiàng de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of phenomenon and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,限制,xiànzhì ,xiànzhì,xiānzhì,xiànzhí,xiǎnzhì,to restrict; to limit; to confine,為了讓計畫順利進行，團隊需要先限制目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xiànzhì mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first restrict the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,小說,xiăoshuō ,xiǎoshuō,xiàoshuō,xiǎoshuǒ,xiáoshuō,"novel; fiction; CL:本[ben3],部[bu4]",在這次討論中，小說成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xiǎoshuō chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, novel became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,小偷,xiăotōu ,xiǎotōu,xiàotōu,xiǎotǒu,xiáotōu,thief,那位小偷在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi xiǎotōu zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That thief shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,小組,xiăozŭ ,xiǎozǔ,xiàozǔ,xiǎozū,xiáozǔ,group,在這次討論中，小組成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, xiǎozǔ chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, group became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,效果,xiàoguŏ,xiàoguǒ,xiāoguǒ,xiàoguō,xiǎoguǒ,result; effect; efficacy,這件事讓我們看見效果的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn xiàoguǒ de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of result and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,笑話,xiàohuà,xiàohuà,xiāohuà,xiàohuá,xiǎohuà,joke; jest; to laugh at; to mock; ridiculous; absurd,為了讓計畫順利進行，團隊需要先笑話目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān xiàohua mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first joke the biggest current problem.",B2,actions,verb,Core Content,
